id,ac_no,topic_id,title
32276,189,77,Women voters of Masaurhi demand better primary healthcare and clean water
32277,189,46,Flood protection works in Masaurhi inspected by state cabinet delegation
32278,189,77,Women voters of Masaurhi demand better primary healthcare and clean water
32279,189,112,Independent candidates emerge as spoilers in Masaurhi triangular contest
32280,189,85,Bihar Elections 2025: Key issues dominate debates in Masaurhi
32281,189,108,Economic survey reports positive growth in Masaurhi assembly segment
32282,189,77,Women voters of Masaurhi demand better primary healthcare and clean water
32283,190,21,Political rally in Paliganj draws massive crowds ahead of voting day
32284,190,11,Bihar Elections 2025: Key issues dominate debates in Paliganj
32285,190,6,Women voters of Paliganj demand better primary healthcare and clean water
32286,190,36,Economic survey reports positive growth in Paliganj assembly segment
32287,190,21,Political rally in Paliganj draws massive crowds ahead of voting day
32288,190,74,High stakes battle in Paliganj as rival candidates file affidavits
32289,190,20,Voter turnout expected to touch record highs in Paliganj
32290,190,6,Women voters of Paliganj demand better primary healthcare and clean water
32291,190,105,Flood protection works in Paliganj inspected by state cabinet delegation
32292,190,17,Independent candidates emerge as spoilers in Paliganj triangular contest
32293,190,17,Independent candidates emerge as spoilers in Paliganj triangular contest
32294,190,21,Political rally in Paliganj draws massive crowds ahead of voting day
32295,190,74,High stakes battle in Paliganj as rival candidates file affidavits
32296,190,74,High stakes battle in Paliganj as rival candidates file affidavits
32297,190,36,Economic survey reports positive growth in Paliganj assembly segment
32298,190,17,Independent candidates emerge as spoilers in Paliganj triangular contest
32299,190,6,Women voters of Paliganj demand better primary healthcare and clean water
32300,190,36,Economic survey reports positive growth in Paliganj assembly segment
32301,190,21,Political rally in Paliganj draws massive crowds ahead of voting day
32302,190,105,Flood protection works in Paliganj inspected by state cabinet delegation
32303,190,11,Bihar Elections 2025: Key issues dominate debates in Paliganj
32304,190,17,Independent candidates emerge as spoilers in Paliganj triangular contest
32305,190,6,Women voters of Paliganj demand better primary healthcare and clean water
32306,190,105,Flood protection works in Paliganj inspected by state cabinet delegation
32307,190,74,High stakes battle in Paliganj as rival candidates file affidavits
32308,190,74,High stakes battle in Paliganj as rival candidates file affidavits
32309,191,-1,Economic survey reports positive growth in Bikram assembly segment
32310,191,119,Independent candidates emerge as spoilers in Bikram triangular contest
32411,195,-1,Independent candidates emerge as spoilers in Agiaon triangular contest
32412,195,0,Bihar Elections 2025: Key issues dominate debates in Agiaon
32413,195,128,High stakes battle in Agiaon as rival candidates file affidavits
32414,195,-1,Independent candidates emerge as spoilers in Agiaon triangular contest
32415,195,14,Voter turnout expected to touch record highs in Agiaon
32416,195,80,Flood protection works in Agiaon inspected by state cabinet delegation
32417,195,56,Welfare scheme execution becomes election issue in Agiaon
32418,195,14,Voter turnout expected to touch record highs in Agiaon
32419,196,-1,Political rally in Tarari draws massive crowds ahead of voting day
32420,196,81,Women voters of Tarari demand better primary healthcare and clean water
32421,196,45,High stakes battle in Tarari as rival candidates file affidavits
32422,196,-1,Bihar Elections 2025: Key issues dominate debates in Tarari
32423,196,45,High stakes battle in Tarari as rival candidates file affidavits
32424,196,130,Voter turnout expected to touch record highs in Tarari
32425,196,-1,Political rally in Tarari draws massive crowds ahead of voting day
32426,196,18,Welfare scheme execution becomes election issue in Tarari
32328,191,14,Voter turnout expected to touch record highs in Bikram
32329,191,89,High stakes battle in Bikram as rival candidates file affidavits
32330,191,63,Women voters of Bikram demand better primary healthcare and clean water
32331,191,-1,Political rally in Bikram draws massive crowds ahead of voting day
32332,191,41,Flood protection works in Bikram inspected by state cabinet delegation
32333,191,41,Flood protection works in Bikram inspected by state cabinet delegation
32334,191,119,Independent candidates emerge as spoilers in Bikram triangular contest
32335,192,0,Bihar Elections 2025: Key issues dominate debates in Sandesh
32336,192,-1,Political rally in Sandesh draws massive crowds ahead of voting day
32337,192,46,Flood protection works in Sandesh inspected by state cabinet delegation
32338,192,143,Welfare scheme execution becomes election issue in Sandesh
32339,192,0,Bihar Elections 2025: Key issues dominate debates in Sandesh
32340,192,81,Women voters of Sandesh demand better primary healthcare and clean water
32341,192,-1,Political rally in Sandesh draws massive crowds ahead of voting day
32342,192,-1,High stakes battle in Sandesh as rival candidates file affidavits
32343,192,46,Flood protection works in Sandesh inspected by state cabinet delegation
32344,192,0,Bihar Elections 2025: Key issues dominate debates in Sandesh
32345,192,143,Welfare scheme execution becomes election issue in Sandesh
32346,192,46,Flood protection works in Sandesh inspected by state cabinet delegation
32347,192,-1,High stakes battle in Sandesh as rival candidates file affidavits
32348,192,46,Flood protection works in Sandesh inspected by state cabinet delegation
32349,192,100,Voter turnout expected to touch record highs in Sandesh
32350,193,87,Welfare scheme execution becomes election issue in Barhara
32351,193,12,High stakes battle in Barhara as rival candidates file affidavits
32352,193,42,Women voters of Barhara demand better primary healthcare and clean water
32353,193,66,Bihar Elections 2025: Key issues dominate debates in Barhara
32354,193,71,Political rally in Barhara draws massive crowds ahead of voting day
32355,193,42,Women voters of Barhara demand better primary healthcare and clean water
32356,193,66,Bihar Elections 2025: Key issues dominate debates in Barhara
32357,193,13,Economic survey reports positive growth in Barhara assembly segment
32358,193,42,Women voters of Barhara demand better primary healthcare and clean water
32359,193,12,High stakes battle in Barhara as rival candidates file affidavits
32360,193,42,Women voters of Barhara demand better primary healthcare and clean water
32361,193,13,Economic survey reports positive growth in Barhara assembly segment
32362,193,71,Political rally in Barhara draws massive crowds ahead of voting day
32363,193,54,Flood protection works in Barhara inspected by state cabinet delegation
32364,193,65,Independent candidates emerge as spoilers in Barhara triangular contest
32365,193,12,High stakes battle in Barhara as rival candidates file affidavits
32366,193,71,Political rally in Barhara draws massive crowds ahead of voting day
32367,193,12,High stakes battle in Barhara as rival candidates file affidavits
32368,193,12,High stakes battle in Barhara as rival candidates file affidavits
32369,193,54,Flood protection works in Barhara inspected by state cabinet delegation
32370,193,13,Economic survey reports positive growth in Barhara assembly segment
32371,193,87,Welfare scheme execution becomes election issue in Barhara
32372,193,87,Welfare scheme execution becomes election issue in Barhara
32373,193,87,Welfare scheme execution becomes election issue in Barhara
32374,193,12,High stakes battle in Barhara as rival candidates file affidavits
32375,194,56,Welfare scheme execution becomes election issue in Arrah
32376,194,-1,Bihar Elections 2025: Key issues dominate debates in Arrah
32377,194,5,Flood protection works in Arrah inspected by state cabinet delegation
32378,194,-1,Independent candidates emerge as spoilers in Arrah triangular contest
32379,194,5,Flood protection works in Arrah inspected by state cabinet delegation
32380,194,-1,Independent candidates emerge as spoilers in Arrah triangular contest
32381,194,14,Voter turnout expected to touch record highs in Arrah
32382,194,5,Flood protection works in Arrah inspected by state cabinet delegation
32383,194,56,Welfare scheme execution becomes election issue in Arrah
32384,194,-1,Bihar Elections 2025: Key issues dominate debates in Arrah
32385,194,-1,Bihar Elections 2025: Key issues dominate debates in Arrah
32386,194,-1,Bihar Elections 2025: Key issues dominate debates in Arrah
32387,194,6,Women voters of Arrah demand better primary healthcare and clean water
32388,194,-1,Bihar Elections 2025: Key issues dominate debates in Arrah
32389,194,56,Welfare scheme execution becomes election issue in Arrah
32390,194,53,Economic survey reports positive growth in Arrah assembly segment
32391,194,56,Welfare scheme execution becomes election issue in Arrah
32392,194,53,Economic survey reports positive growth in Arrah assembly segment
32393,194,128,High stakes battle in Arrah as rival candidates file affidavits
32394,194,-1,Political rally in Arrah draws massive crowds ahead of voting day
32395,194,128,High stakes battle in Arrah as rival candidates file affidavits
32396,194,-1,Political rally in Arrah draws massive crowds ahead of voting day
32397,194,128,High stakes battle in Arrah as rival candidates file affidavits
32398,195,53,Economic survey reports positive growth in Agiaon assembly segment
32399,195,14,Voter turnout expected to touch record highs in Agiaon
32400,195,80,Flood protection works in Agiaon inspected by state cabinet delegation
32401,195,80,Flood protection works in Agiaon inspected by state cabinet delegation
32402,195,0,Bihar Elections 2025: Key issues dominate debates in Agiaon
32403,195,79,Political rally in Agiaon draws massive crowds ahead of voting day
32404,195,80,Flood protection works in Agiaon inspected by state cabinet delegation
32405,195,0,Bihar Elections 2025: Key issues dominate debates in Agiaon
32406,195,-1,Women voters of Agiaon demand better primary healthcare and clean water
32407,195,-1,Women voters of Agiaon demand better primary healthcare and clean water
32408,195,79,Political rally in Agiaon draws massive crowds ahead of voting day
32409,195,14,Voter turnout expected to touch record highs in Agiaon
32410,195,80,Flood protection works in Agiaon inspected by state cabinet delegation
32511,200,76,Political rally in Buxar draws massive crowds ahead of voting day
32512,200,13,Economic survey reports positive growth in Buxar assembly segment
32513,200,-1,Women voters of Buxar demand better primary healthcare and clean water
32514,201,19,Political rally in Dumraon draws massive crowds ahead of voting day
32515,201,8,Bihar Elections 2025: Key issues dominate debates in Dumraon
32427,196,81,Women voters of Tarari demand better primary healthcare and clean water
32428,196,9,Economic survey reports positive growth in Tarari assembly segment
32429,196,45,High stakes battle in Tarari as rival candidates file affidavits
32430,196,81,Women voters of Tarari demand better primary healthcare and clean water
32431,196,16,Independent candidates emerge as spoilers in Tarari triangular contest
32432,196,90,Flood protection works in Tarari inspected by state cabinet delegation
32433,196,-1,Bihar Elections 2025: Key issues dominate debates in Tarari
32434,197,106,Flood protection works in Jagdishpur inspected by state cabinet delegation
32435,197,-1,Independent candidates emerge as spoilers in Jagdishpur triangular contest
32436,197,-1,Independent candidates emerge as spoilers in Jagdishpur triangular contest
32437,197,106,Flood protection works in Jagdishpur inspected by state cabinet delegation
32438,197,-1,Voter turnout expected to touch record highs in Jagdishpur
32439,197,-1,Women voters of Jagdishpur demand better primary healthcare and clean water
32440,197,99,Welfare scheme execution becomes election issue in Jagdishpur
32441,197,106,Flood protection works in Jagdishpur inspected by state cabinet delegation
32442,197,-1,Independent candidates emerge as spoilers in Jagdishpur triangular contest
32443,197,76,Political rally in Jagdishpur draws massive crowds ahead of voting day
32444,197,-1,Economic survey reports positive growth in Jagdishpur assembly segment
32445,197,106,Flood protection works in Jagdishpur inspected by state cabinet delegation
32446,197,-1,Bihar Elections 2025: Key issues dominate debates in Jagdishpur
32447,197,-1,Economic survey reports positive growth in Jagdishpur assembly segment
32448,197,-1,Independent candidates emerge as spoilers in Jagdishpur triangular contest
32449,197,-1,Bihar Elections 2025: Key issues dominate debates in Jagdishpur
32450,197,-1,Women voters of Jagdishpur demand better primary healthcare and clean water
32451,198,135,High stakes battle in Shahpur as rival candidates file affidavits
32452,198,3,Women voters of Shahpur demand better primary healthcare and clean water
32453,198,3,Women voters of Shahpur demand better primary healthcare and clean water
32454,198,7,Bihar Elections 2025: Key issues dominate debates in Shahpur
32455,198,135,High stakes battle in Shahpur as rival candidates file affidavits
32456,198,22,Economic survey reports positive growth in Shahpur assembly segment
32457,198,7,Bihar Elections 2025: Key issues dominate debates in Shahpur
32458,198,2,Independent candidates emerge as spoilers in Shahpur triangular contest
32459,198,22,Economic survey reports positive growth in Shahpur assembly segment
32460,198,22,Economic survey reports positive growth in Shahpur assembly segment
32461,198,26,Political rally in Shahpur draws massive crowds ahead of voting day
32462,198,26,Political rally in Shahpur draws massive crowds ahead of voting day
32463,198,26,Political rally in Shahpur draws massive crowds ahead of voting day
32464,198,2,Independent candidates emerge as spoilers in Shahpur triangular contest
32465,198,1,Welfare scheme execution becomes election issue in Shahpur
32466,199,68,High stakes battle in Brahampur as rival candidates file affidavits
32467,199,43,Voter turnout expected to touch record highs in Brahampur
32468,199,76,Political rally in Brahampur draws massive crowds ahead of voting day
32469,199,7,Bihar Elections 2025: Key issues dominate debates in Brahampur
32470,199,43,Voter turnout expected to touch record highs in Brahampur
32471,199,1,Welfare scheme execution becomes election issue in Brahampur
32472,199,2,Independent candidates emerge as spoilers in Brahampur triangular contest
32473,199,47,Economic survey reports positive growth in Brahampur assembly segment
32474,199,47,Economic survey reports positive growth in Brahampur assembly segment
32475,199,68,High stakes battle in Brahampur as rival candidates file affidavits
32476,199,68,High stakes battle in Brahampur as rival candidates file affidavits
32477,199,47,Economic survey reports positive growth in Brahampur assembly segment
32478,199,47,Economic survey reports positive growth in Brahampur assembly segment
32479,199,48,Flood protection works in Brahampur inspected by state cabinet delegation
32480,199,7,Bihar Elections 2025: Key issues dominate debates in Brahampur
32481,199,76,Political rally in Brahampur draws massive crowds ahead of voting day
32482,199,68,High stakes battle in Brahampur as rival candidates file affidavits
32483,199,48,Flood protection works in Brahampur inspected by state cabinet delegation
32484,199,3,Women voters of Brahampur demand better primary healthcare and clean water
32485,199,7,Bihar Elections 2025: Key issues dominate debates in Brahampur
32486,199,76,Political rally in Brahampur draws massive crowds ahead of voting day
32487,199,76,Political rally in Brahampur draws massive crowds ahead of voting day
32488,199,43,Voter turnout expected to touch record highs in Brahampur
32489,199,3,Women voters of Brahampur demand better primary healthcare and clean water
32490,199,43,Voter turnout expected to touch record highs in Brahampur
32491,199,47,Economic survey reports positive growth in Brahampur assembly segment
32492,199,76,Political rally in Brahampur draws massive crowds ahead of voting day
32493,199,47,Economic survey reports positive growth in Brahampur assembly segment
32494,199,68,High stakes battle in Brahampur as rival candidates file affidavits
32495,199,43,Voter turnout expected to touch record highs in Brahampur
32496,200,92,Independent candidates emerge as spoilers in Buxar triangular contest
32497,200,13,Economic survey reports positive growth in Buxar assembly segment
32498,200,13,Economic survey reports positive growth in Buxar assembly segment
32499,200,139,Welfare scheme execution becomes election issue in Buxar
32500,200,139,Welfare scheme execution becomes election issue in Buxar
32501,200,-1,High stakes battle in Buxar as rival candidates file affidavits
32502,200,-1,High stakes battle in Buxar as rival candidates file affidavits
32503,200,52,Voter turnout expected to touch record highs in Buxar
32504,200,147,Flood protection works in Buxar inspected by state cabinet delegation
32505,200,13,Economic survey reports positive growth in Buxar assembly segment
32506,200,92,Independent candidates emerge as spoilers in Buxar triangular contest
32507,200,147,Flood protection works in Buxar inspected by state cabinet delegation
32508,200,13,Economic survey reports positive growth in Buxar assembly segment
32509,200,-1,Women voters of Buxar demand better primary healthcare and clean water
32510,200,139,Welfare scheme execution becomes election issue in Buxar
32611,205,147,Flood protection works in Bhabua inspected by state cabinet delegation
32612,205,-1,Welfare scheme execution becomes election issue in Bhabua
32613,205,76,Political rally in Bhabua draws massive crowds ahead of voting day
32614,205,7,Bihar Elections 2025: Key issues dominate debates in Bhabua
32615,205,52,Voter turnout expected to touch record highs in Bhabua
32516,201,-1,Women voters of Dumraon demand better primary healthcare and clean water
32517,201,38,Flood protection works in Dumraon inspected by state cabinet delegation
32518,201,24,Welfare scheme execution becomes election issue in Dumraon
32519,201,19,Political rally in Dumraon draws massive crowds ahead of voting day
32520,201,72,Independent candidates emerge as spoilers in Dumraon triangular contest
32521,201,8,Bihar Elections 2025: Key issues dominate debates in Dumraon
32522,201,-1,High stakes battle in Dumraon as rival candidates file affidavits
32523,201,-1,High stakes battle in Dumraon as rival candidates file affidavits
32524,201,38,Flood protection works in Dumraon inspected by state cabinet delegation
32525,201,-1,High stakes battle in Dumraon as rival candidates file affidavits
32526,201,122,Voter turnout expected to touch record highs in Dumraon
32527,201,-1,Women voters of Dumraon demand better primary healthcare and clean water
32528,201,122,Voter turnout expected to touch record highs in Dumraon
32529,201,38,Flood protection works in Dumraon inspected by state cabinet delegation
32530,201,122,Voter turnout expected to touch record highs in Dumraon
32531,201,72,Independent candidates emerge as spoilers in Dumraon triangular contest
32532,202,3,Women voters of Rajpur demand better primary healthcare and clean water
32533,202,3,Women voters of Rajpur demand better primary healthcare and clean water
32534,202,3,Women voters of Rajpur demand better primary healthcare and clean water
32535,202,3,Women voters of Rajpur demand better primary healthcare and clean water
32536,202,59,High stakes battle in Rajpur as rival candidates file affidavits
32537,202,25,Voter turnout expected to touch record highs in Rajpur
32538,202,2,Independent candidates emerge as spoilers in Rajpur triangular contest
32539,202,7,Bihar Elections 2025: Key issues dominate debates in Rajpur
32540,202,59,High stakes battle in Rajpur as rival candidates file affidavits
32541,202,-1,Political rally in Rajpur draws massive crowds ahead of voting day
32542,202,3,Women voters of Rajpur demand better primary healthcare and clean water
32543,202,25,Voter turnout expected to touch record highs in Rajpur
32544,202,-1,Political rally in Rajpur draws massive crowds ahead of voting day
32545,202,59,High stakes battle in Rajpur as rival candidates file affidavits
32546,202,1,Welfare scheme execution becomes election issue in Rajpur
32547,202,48,Flood protection works in Rajpur inspected by state cabinet delegation
32548,202,2,Independent candidates emerge as spoilers in Rajpur triangular contest
32549,202,7,Bihar Elections 2025: Key issues dominate debates in Rajpur
32550,202,3,Women voters of Rajpur demand better primary healthcare and clean water
32551,202,25,Voter turnout expected to touch record highs in Rajpur
32552,202,3,Women voters of Rajpur demand better primary healthcare and clean water
32553,202,1,Welfare scheme execution becomes election issue in Rajpur
32554,202,48,Flood protection works in Rajpur inspected by state cabinet delegation
32555,202,1,Welfare scheme execution becomes election issue in Rajpur
32556,202,-1,Political rally in Rajpur draws massive crowds ahead of voting day
32557,202,3,Women voters of Rajpur demand better primary healthcare and clean water
32558,202,25,Voter turnout expected to touch record highs in Rajpur
32559,203,22,Economic survey reports positive growth in Ramgarh assembly segment
32560,203,-1,High stakes battle in Ramgarh as rival candidates file affidavits
32561,203,-1,High stakes battle in Ramgarh as rival candidates file affidavits
32562,203,58,Bihar Elections 2025: Key issues dominate debates in Ramgarh
32563,203,58,Bihar Elections 2025: Key issues dominate debates in Ramgarh
32564,203,-1,High stakes battle in Ramgarh as rival candidates file affidavits
32565,203,19,Political rally in Ramgarh draws massive crowds ahead of voting day
32566,203,-1,Flood protection works in Ramgarh inspected by state cabinet delegation
32567,203,-1,High stakes battle in Ramgarh as rival candidates file affidavits
32568,203,22,Economic survey reports positive growth in Ramgarh assembly segment
32569,203,3,Women voters of Ramgarh demand better primary healthcare and clean water
32570,203,-1,High stakes battle in Ramgarh as rival candidates file affidavits
32571,203,14,Voter turnout expected to touch record highs in Ramgarh
32572,203,3,Women voters of Ramgarh demand better primary healthcare and clean water
32573,203,2,Independent candidates emerge as spoilers in Ramgarh triangular contest
32574,203,14,Voter turnout expected to touch record highs in Ramgarh
32575,203,3,Women voters of Ramgarh demand better primary healthcare and clean water
32576,203,3,Women voters of Ramgarh demand better primary healthcare and clean water
32577,203,58,Bihar Elections 2025: Key issues dominate debates in Ramgarh
32578,203,14,Voter turnout expected to touch record highs in Ramgarh
32579,203,-1,High stakes battle in Ramgarh as rival candidates file affidavits
32580,203,2,Independent candidates emerge as spoilers in Ramgarh triangular contest
32581,203,-1,Flood protection works in Ramgarh inspected by state cabinet delegation
32582,203,2,Independent candidates emerge as spoilers in Ramgarh triangular contest
32583,203,95,Welfare scheme execution becomes election issue in Ramgarh
32584,204,122,Voter turnout expected to touch record highs in Mohania
32585,204,-1,High stakes battle in Mohania as rival candidates file affidavits
32586,204,26,Political rally in Mohania draws massive crowds ahead of voting day
32587,204,2,Independent candidates emerge as spoilers in Mohania triangular contest
32588,204,-1,High stakes battle in Mohania as rival candidates file affidavits
32589,204,1,Welfare scheme execution becomes election issue in Mohania
32590,204,-1,Economic survey reports positive growth in Mohania assembly segment
32591,204,2,Independent candidates emerge as spoilers in Mohania triangular contest
32592,204,2,Independent candidates emerge as spoilers in Mohania triangular contest
32593,204,3,Women voters of Mohania demand better primary healthcare and clean water
32594,204,8,Bihar Elections 2025: Key issues dominate debates in Mohania
32595,204,122,Voter turnout expected to touch record highs in Mohania
32596,204,3,Women voters of Mohania demand better primary healthcare and clean water
32597,204,2,Independent candidates emerge as spoilers in Mohania triangular contest
32598,204,48,Flood protection works in Mohania inspected by state cabinet delegation
32599,205,97,Independent candidates emerge as spoilers in Bhabua triangular contest
32600,205,-1,Welfare scheme execution becomes election issue in Bhabua
32601,205,-1,Welfare scheme execution becomes election issue in Bhabua
32602,205,-1,Welfare scheme execution becomes election issue in Bhabua
32603,205,97,Independent candidates emerge as spoilers in Bhabua triangular contest
32604,205,-1,Welfare scheme execution becomes election issue in Bhabua
32605,205,-1,Welfare scheme execution becomes election issue in Bhabua
32606,205,147,Flood protection works in Bhabua inspected by state cabinet delegation
32607,205,52,Voter turnout expected to touch record highs in Bhabua
32608,205,13,Economic survey reports positive growth in Bhabua assembly segment
32609,205,7,Bihar Elections 2025: Key issues dominate debates in Bhabua
32610,205,97,Independent candidates emerge as spoilers in Bhabua triangular contest
32711,210,124,Economic survey reports positive growth in Dinara assembly segment
32712,210,-1,Political rally in Dinara draws massive crowds ahead of voting day
32713,210,81,Women voters of Dinara demand better primary healthcare and clean water
32714,210,54,Flood protection works in Dinara inspected by state cabinet delegation
32715,210,81,Women voters of Dinara demand better primary healthcare and clean water
32716,210,-1,Political rally in Dinara draws massive crowds ahead of voting day
32717,210,81,Women voters of Dinara demand better primary healthcare and clean water
32718,210,8,Bihar Elections 2025: Key issues dominate debates in Dinara
32719,210,81,Women voters of Dinara demand better primary healthcare and clean water
32720,211,-1,High stakes battle in Nokha as rival candidates file affidavits
32721,211,5,Flood protection works in Nokha inspected by state cabinet delegation
32722,211,114,Political rally in Nokha draws massive crowds ahead of voting day
32723,211,5,Flood protection works in Nokha inspected by state cabinet delegation
32724,211,29,Economic survey reports positive growth in Nokha assembly segment
32725,211,37,Voter turnout expected to touch record highs in Nokha
32726,211,5,Flood protection works in Nokha inspected by state cabinet delegation
32616,205,12,High stakes battle in Bhabua as rival candidates file affidavits
32617,205,7,Bihar Elections 2025: Key issues dominate debates in Bhabua
32618,205,147,Flood protection works in Bhabua inspected by state cabinet delegation
32619,205,76,Political rally in Bhabua draws massive crowds ahead of voting day
32620,206,48,Flood protection works in Chainpur inspected by state cabinet delegation
32621,206,26,Political rally in Chainpur draws massive crowds ahead of voting day
32622,206,48,Flood protection works in Chainpur inspected by state cabinet delegation
32623,206,1,Welfare scheme execution becomes election issue in Chainpur
32624,206,25,Voter turnout expected to touch record highs in Chainpur
32625,206,26,Political rally in Chainpur draws massive crowds ahead of voting day
32626,206,26,Political rally in Chainpur draws massive crowds ahead of voting day
32627,206,26,Political rally in Chainpur draws massive crowds ahead of voting day
32628,206,22,Economic survey reports positive growth in Chainpur assembly segment
32629,206,48,Flood protection works in Chainpur inspected by state cabinet delegation
32630,206,2,Independent candidates emerge as spoilers in Chainpur triangular contest
32631,206,7,Bihar Elections 2025: Key issues dominate debates in Chainpur
32632,206,59,High stakes battle in Chainpur as rival candidates file affidavits
32633,206,59,High stakes battle in Chainpur as rival candidates file affidavits
32634,206,1,Welfare scheme execution becomes election issue in Chainpur
32635,206,25,Voter turnout expected to touch record highs in Chainpur
32636,206,3,Women voters of Chainpur demand better primary healthcare and clean water
32637,207,121,Independent candidates emerge as spoilers in Chenari triangular contest
32638,207,121,Independent candidates emerge as spoilers in Chenari triangular contest
32639,207,49,Welfare scheme execution becomes election issue in Chenari
32640,207,49,Welfare scheme execution becomes election issue in Chenari
32641,207,-1,Flood protection works in Chenari inspected by state cabinet delegation
32642,207,49,Welfare scheme execution becomes election issue in Chenari
32643,207,-1,High stakes battle in Chenari as rival candidates file affidavits
32644,207,121,Independent candidates emerge as spoilers in Chenari triangular contest
32645,207,49,Welfare scheme execution becomes election issue in Chenari
32646,207,121,Independent candidates emerge as spoilers in Chenari triangular contest
32647,207,121,Independent candidates emerge as spoilers in Chenari triangular contest
32648,207,-1,High stakes battle in Chenari as rival candidates file affidavits
32649,207,84,Economic survey reports positive growth in Chenari assembly segment
32650,207,61,Political rally in Chenari draws massive crowds ahead of voting day
32651,207,61,Political rally in Chenari draws massive crowds ahead of voting day
32652,207,-1,Flood protection works in Chenari inspected by state cabinet delegation
32653,207,49,Welfare scheme execution becomes election issue in Chenari
32654,207,61,Political rally in Chenari draws massive crowds ahead of voting day
32655,207,-1,Flood protection works in Chenari inspected by state cabinet delegation
32656,207,0,Bihar Elections 2025: Key issues dominate debates in Chenari
32657,207,84,Economic survey reports positive growth in Chenari assembly segment
32658,207,-1,Women voters of Chenari demand better primary healthcare and clean water
32659,207,84,Economic survey reports positive growth in Chenari assembly segment
32660,207,-1,Flood protection works in Chenari inspected by state cabinet delegation
32661,207,0,Bihar Elections 2025: Key issues dominate debates in Chenari
32662,207,84,Economic survey reports positive growth in Chenari assembly segment
32663,207,61,Political rally in Chenari draws massive crowds ahead of voting day
32664,207,49,Welfare scheme execution becomes election issue in Chenari
32665,208,-1,Political rally in Sasaram draws massive crowds ahead of voting day
32666,208,-1,Political rally in Sasaram draws massive crowds ahead of voting day
32667,208,63,Women voters of Sasaram demand better primary healthcare and clean water
32668,208,-1,Political rally in Sasaram draws massive crowds ahead of voting day
32669,208,28,Bihar Elections 2025: Key issues dominate debates in Sasaram
32670,208,-1,Political rally in Sasaram draws massive crowds ahead of voting day
32671,208,-1,High stakes battle in Sasaram as rival candidates file affidavits
32672,208,69,Independent candidates emerge as spoilers in Sasaram triangular contest
32673,208,38,Flood protection works in Sasaram inspected by state cabinet delegation
32674,208,69,Independent candidates emerge as spoilers in Sasaram triangular contest
32675,208,28,Bihar Elections 2025: Key issues dominate debates in Sasaram
32676,208,53,Economic survey reports positive growth in Sasaram assembly segment
32677,208,69,Independent candidates emerge as spoilers in Sasaram triangular contest
32678,208,38,Flood protection works in Sasaram inspected by state cabinet delegation
32679,208,-1,Political rally in Sasaram draws massive crowds ahead of voting day
32680,208,28,Bihar Elections 2025: Key issues dominate debates in Sasaram
32681,208,53,Economic survey reports positive growth in Sasaram assembly segment
32682,208,38,Flood protection works in Sasaram inspected by state cabinet delegation
32683,209,92,Independent candidates emerge as spoilers in Kargahar triangular contest
32684,209,30,Voter turnout expected to touch record highs in Kargahar
32685,209,-1,Women voters of Kargahar demand better primary healthcare and clean water
32686,209,89,High stakes battle in Kargahar as rival candidates file affidavits
32687,209,4,Political rally in Kargahar draws massive crowds ahead of voting day
32688,209,125,Economic survey reports positive growth in Kargahar assembly segment
32689,209,89,High stakes battle in Kargahar as rival candidates file affidavits
32690,209,-1,Women voters of Kargahar demand better primary healthcare and clean water
32691,209,48,Flood protection works in Kargahar inspected by state cabinet delegation
32692,209,-1,Women voters of Kargahar demand better primary healthcare and clean water
32693,209,125,Economic survey reports positive growth in Kargahar assembly segment
32694,209,125,Economic survey reports positive growth in Kargahar assembly segment
32695,209,89,High stakes battle in Kargahar as rival candidates file affidavits
32696,209,60,Welfare scheme execution becomes election issue in Kargahar
32697,209,60,Welfare scheme execution becomes election issue in Kargahar
32698,209,-1,Bihar Elections 2025: Key issues dominate debates in Kargahar
32699,209,-1,Women voters of Kargahar demand better primary healthcare and clean water
32700,209,30,Voter turnout expected to touch record highs in Kargahar
32701,209,30,Voter turnout expected to touch record highs in Kargahar
32702,209,60,Welfare scheme execution becomes election issue in Kargahar
32703,209,92,Independent candidates emerge as spoilers in Kargahar triangular contest
32704,210,-1,Political rally in Dinara draws massive crowds ahead of voting day
32705,210,8,Bihar Elections 2025: Key issues dominate debates in Dinara
32706,210,18,Welfare scheme execution becomes election issue in Dinara
32707,210,54,Flood protection works in Dinara inspected by state cabinet delegation
32708,210,-1,Political rally in Dinara draws massive crowds ahead of voting day
32709,210,128,High stakes battle in Dinara as rival candidates file affidavits
32710,210,130,Voter turnout expected to touch record highs in Dinara
32811,215,8,Bihar Elections 2025: Key issues dominate debates in Kurtha
32812,215,145,High stakes battle in Kurtha as rival candidates file affidavits
32813,216,124,Economic survey reports positive growth in Jehanabad assembly segment
32814,216,80,Flood protection works in Jehanabad inspected by state cabinet delegation
32815,216,116,High stakes battle in Jehanabad as rival candidates file affidavits
32816,216,4,Political rally in Jehanabad draws massive crowds ahead of voting day
32817,216,80,Flood protection works in Jehanabad inspected by state cabinet delegation
32818,216,99,Welfare scheme execution becomes election issue in Jehanabad
32819,216,116,High stakes battle in Jehanabad as rival candidates file affidavits
32820,216,80,Flood protection works in Jehanabad inspected by state cabinet delegation
32821,216,80,Flood protection works in Jehanabad inspected by state cabinet delegation
32822,216,35,Voter turnout expected to touch record highs in Jehanabad
32823,216,99,Welfare scheme execution becomes election issue in Jehanabad
